SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech;21PG;WO;techniek;772;Eindhoven;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech;21PH;WO;techniek;150;Deventer;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech;21PH;WO;techniek;177;Raalte;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech;23AH;HBO;techniek;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech;25KB;HBO;onderwijs;268;Nijmegen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PC;WO;gedrag en maatschappij;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PC;WO;natuur;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PC;WO;recht;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PC;WO;taal en cultuur;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;1735;Hof van Twente;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/gezond;21PM;WO;recht;1735;Hof van Twente;3
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PB;WO;recht;546;Leiden;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PC;WO;economie;14;Groningen;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PC;WO;gedrag en maatschappij;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PC;WO;recht;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PC;WO;taal en cultuur;14;Groningen;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PH;WO;economie;1735;Hof van Twente;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;21PH;WO;techniek;1735;Hof van Twente;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;23AH;HBO;economie;1735;Hof van Twente;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;23AH;HBO;techniek;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat;25BE;HBO;techniek;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;00MF;HBO;taal en cultuur;402;Hilversum;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;21PB;WO;taal en cultuur;546;Leiden;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;21PC;WO;taal en cultuur;14;Groningen;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;21PM;WO;gedrag en maatschappij;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;21PM;WO;taal en cultuur;252;Heumen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;23AH;HBO;economie;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;cul/maat;25KB;HBO;economie;268;Nijmegen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PC;WO;economie;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;344;Utrecht;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;344;Utrecht;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;518;s-Gravenhage;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;627;Waddinxveen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;gezondheidszorg;1735;Hof van Twente;2
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;189;Wierden;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;1735;Hof van Twente;4
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;1742;Rijssen-Holten;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;150;Deventer;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;362;Amstelveen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;163;Hellendoorn;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat & cul/maat;21PB;WO;taal en cultuur;546;Leiden;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat & cul/maat;21PC;WO;economie;14;Groningen;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat & cul/maat;21PJ;WO;gezondheidszorg;935;Maastricht;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat & cul/maat;21PK;WO;taal en cultuur;363;Amsterdam;1
19FF;0;1742;RIJSSEN-HOLTEN;vwo;diploma;ec/maat & cul/maat;21PM;WO;gedrag en maatschappij;268;Nijmegen;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;21UI;HBO;economie;643;Nederlek;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;22OJ;HBO;gezondheidszorg;502;Capelle aan den IJssel;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;22OJ;HBO;techniek;502;Capelle aan den IJssel;4
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;22OJ;HBO;techniek;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;22OJ;HBO;techniek;599;Rotterdam;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;25DW;HBO;gedrag en maatschappij;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/gezond;27PZ;HBO;landbouw en natuurlijke omgeving;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;00MF;HBO;economie;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;economie;502;Capelle aan den IJssel;13
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;economie;563;Moordrecht;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;economie;567;Nieuwerkerk aan den IJssel;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;economie;599;Rotterdam;8
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;economie;644;Ouderkerk;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;gezondheidszorg;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;onderwijs;502;Capelle aan den IJssel;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;taal en cultuur;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;techniek;502;Capelle aan den IJssel;3
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;techniek;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;22OJ;HBO;techniek;599;Rotterdam;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;27PZ;HBO;economie;502;Capelle aan den IJssel;3
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;27PZ;HBO;economie;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;27PZ;HBO;gedrag en maatschappij;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;27UM;HBO;onderwijs;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;27UM;HBO;techniek;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;30VP;HBO;onderwijs;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;ec/maat;30VP;HBO;onderwijs;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;21RI;HBO;onderwijs;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;22OJ;HBO;economie;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;27PZ;HBO;economie;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;27PZ;HBO;economie;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;27PZ;HBO;gedrag en maatschappij;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;cul/maat;30VP;HBO;onderwijs;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;economie;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;techniek;502;Capelle aan den IJssel;3
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;techniek;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;techniek;644;Ouderkerk;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech;21PF;WO;techniek;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PD;WO;gedrag en maatschappij;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PE;WO;recht;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PF;WO;techniek;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PF;WO;techniek;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PH;WO;techniek;153;Enschede;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PL;WO;natuur;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;21PN;WO;gedrag en maatschappij;855;Tilburg;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;22OJ;HBO;techniek;502;Capelle aan den IJssel;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/gezond;25JX;HBO;gezondheidszorg;917;Heerlen;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PD;WO;taal en cultuur;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PE;WO;economie;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PE;WO;economie;599;Rotterdam;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PE;WO;recht;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat;21PE;WO;recht;599;Rotterdam;2
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;cul/maat;21PD;WO;taal en cultuur;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;cul/maat;21PD;WO;taal en cultuur;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;cul/maat;21PE;WO;gedrag en maatschappij;502;Capelle aan den IJssel;3
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;cul/maat;21PL;WO;natuur;363;Amsterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;cul/maat;25JX;HBO;economie;935;Maastricht;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PC;WO;taal en cultuur;14;Groningen;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PE;WO;economie;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PE;WO;gezondheidszorg;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PE;WO;gezondheidszorg;567;Nieuwerkerk aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;502;Capelle aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;1842;Midden-Delfland;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;22OJ;HBO;gezondheidszorg;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;nat/tech & nat/gezond;22OJ;HBO;onderwijs;542;Krimpen aan den IJssel;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat & cul/maat;21PB;WO;taal en cultuur;599;Rotterdam;1
19GY;0;502;CAPELLE AAN DEN IJSSEL;vwo;diploma;ec/maat & cul/maat;21PE;WO;recht;502;Capelle aan den IJssel;2
19HG;0;164;HENGELO;havo;diploma;nat/tech;23AH;HBO;techniek;1774;Dinkelland;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;00MF;HBO;techniek;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;01VU;HBO;onderwijs;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;01VU;HBO;onderwijs;1774;Dinkelland;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;796;s-Hertogenbosch;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;economie;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gedrag en maatschappij;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gedrag en maatschappij;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gedrag en maatschappij;1735;Hof van Twente;2
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gedrag en maatschappij;1774;Dinkelland;2
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gezondheidszorg;147;Borne;3
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gezondheidszorg;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;gezondheidszorg;1735;Hof van Twente;3
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;onderwijs;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;techniek;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;techniek;164;Hengelo;4
19HG;0;164;HENGELO;havo;diploma;nat/gezond;23AH;HBO;techniek;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;14;Groningen;1
19HG;0;164;HENGELO;havo;diploma;nat/gezond;25KB;HBO;onderwijs;221;Doesburg;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;01VU;HBO;onderwijs;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;01VU;HBO;onderwijs;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;21UI;HBO;economie;758;Breda;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;22EX;HBO;economie;80;Leeuwarden;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;economie;147;Borne;7
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;economie;153;Enschede;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;economie;164;Hengelo;7
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;gedrag en maatschappij;147;Borne;5
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;gedrag en maatschappij;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;onderwijs;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;techniek;147;Borne;2
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;techniek;164;Hengelo;3
19HG;0;164;HENGELO;havo;diploma;ec/maat;23AH;HBO;techniek;1735;Hof van Twente;4
19HG;0;164;HENGELO;havo;diploma;ec/maat;25BE;HBO;gedrag en maatschappij;14;Groningen;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;25KB;HBO;gezondheidszorg;268;Nijmegen;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;28DN;HBO;techniek;363;Amsterdam;1
19HG;0;164;HENGELO;havo;diploma;ec/maat;30TX;HBO;landbouw en natuurlijke omgeving;303;Dronten;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;01VU;HBO;economie;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;01VU;HBO;economie;193;Zwolle;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;01VU;HBO;gedrag en maatschappij;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;01VU;HBO;onderwijs;164;Hengelo;2
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;economie;164;Hengelo;4
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;economie;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;gedrag en maatschappij;147;Borne;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;gedrag en maatschappij;164;Hengelo;2
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;gedrag en maatschappij;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;onderwijs;141;Almelo;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;onderwijs;147;Borne;2
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;onderwijs;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;23AH;HBO;techniek;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;25DW;HBO;economie;307;Amersfoort;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;25DW;HBO;economie;344;Utrecht;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;25KB;HBO;onderwijs;268;Nijmegen;1
19HG;0;164;HENGELO;havo;diploma;cul/maat;27NF;HBO;onderwijs;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;01VU;HBO;gedrag en maatschappij;164;Hengelo;1
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;164;Hengelo;5
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;1735;Hof van Twente;1
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;1774;Dinkelland;2
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;25BA;HBO;onderwijs;345;Veenendaal;1
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;25BE;HBO;gezondheidszorg;14;Groningen;1
19HG;0;164;HENGELO;havo;diploma;nat/tech & nat/gezond;27NF;HBO;onderwijs;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech;21PG;WO;techniek;772;Eindhoven;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech;21PH;WO;gedrag en maatschappij;164;Hengelo;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech;21PH;WO;techniek;147;Borne;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech;21PH;WO;techniek;164;Hengelo;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech;21PH;WO;techniek;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
19HG;0;164;HENGELO;vwo;diploma;nat/gezond;21PK;WO;sectoroverstijgend;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PC;WO;economie;14;Groningen;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PD;WO;recht;344;Utrecht;2
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PH;WO;economie;147;Borne;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PH;WO;economie;164;Hengelo;2
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PI;WO;landbouw en natuurlijke omgeving;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;21PI;WO;sectoroverstijgend;758;Breda;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;23AH;HBO;economie;147;Borne;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat;23AH;HBO;economie;164;Hengelo;1
19HG;0;164;HENGELO;vwo;diploma;cul/maat;21PM;WO;taal en cultuur;268;Nijmegen;1
19HG;0;164;HENGELO;vwo;diploma;cul/maat;22EX;HBO;economie;80;Leeuwarden;1
19HG;0;164;HENGELO;vwo;diploma;cul/maat;23AH;HBO;onderwijs;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;21PC;WO;natuur;14;Groningen;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;21PD;WO;recht;344;Utrecht;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;1926;Pijnacker-Nootdorp;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;21PH;WO;gezondheidszorg;1735;Hof van Twente;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;164;Hengelo;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;147;Borne;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;25BE;HBO;gezondheidszorg;14;Groningen;1
19HG;0;164;HENGELO;vwo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;14;Groningen;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat & cul/maat;21PC;WO;gedrag en maatschappij;14;Groningen;1
19HG;0;164;HENGELO;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;344;Utrecht;1
19HR;0;983;VENLO;havo;diploma;nat/tech;30GB;HBO;techniek;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;07GR;HBO;economie;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;21MI;HBO;gezondheidszorg;718;Vlissingen;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;23AH;HBO;techniek;150;Deventer;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;25JX;HBO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;25KB;HBO;onderwijs;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;25KB;HBO;techniek;268;Nijmegen;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;25KB;HBO;techniek;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;30GB;HBO;economie;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/gezond;30GB;HBO;gezondheidszorg;983;Venlo;2
19HR;0;983;VENLO;havo;diploma;nat/gezond;30GB;HBO;onderwijs;983;Venlo;2
19HR;0;983;VENLO;havo;diploma;nat/gezond;30GB;HBO;techniek;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;ec/maat;07GR;HBO;gedrag en maatschappij;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;08OK;HBO;onderwijs;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;21UI;HBO;economie;758;Breda;1
19HR;0;983;VENLO;havo;diploma;ec/maat;21UI;HBO;techniek;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25DW;HBO;economie;344;Utrecht;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25JX;HBO;economie;934;Maasbree;1
